"id","MOSTYPE","MAANTHUI","MGEMOMV","MGEMLEEF","MOSHOOFD","MGODRK","MGODPR","MGODOV","MGODGE","MRELGE","MRELSA","MRELOV","MFALLEEN","MFGEKIND","MFWEKIND","MOPLHOOG","MOPLMIDD","MOPLLAAG","MBERHOOG","MBERZELF","MBERBOER","MBERMIDD","MBERARBG","MBERARBO","MSKA","MSKB1","MSKB2","MSKC","MSKD","MHHUUR","MHKOOP","MAUT1","MAUT2","MAUT0","MZFONDS","MZPART","MINKM30","MINK3045","MINK4575","MINK7512","MINK123M","MINKGEM","MKOOPKLA","PWAPART","PWABEDR","PWALAND","PPERSAUT","PBESAUT","PMOTSCO","PVRAAUT","PAANHANG","PTRACTOR","PWERKT","PBROM","PLEVEN","PPERSONG","PGEZONG","PWAOREG","PBRAND","PZEILPL","PPLEZIER","PFIETS","PINBOED","PBYSTAND","AWAPART","AWABEDR","AWALAND","APERSAUT","ABESAUT","AMOTSCO","AVRAAUT","AAANHANG","ATRACTOR","AWERKT","ABROM","ALEVEN","APERSONG","AGEZONG","AWAOREG","ABRAND","AZEILPL","APLEZIER","AFIETS","AINBOED","ABYSTAND","CARAVAN"
"2489","31","1","2","3","7","0","6","0","3","3","0","6","3","4","3","0","3","6","2","0","0","2","4","4","1","0","2","4","3","9","0","5","0","4","5","4","5","3","1","0","0","2","1","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2490","8","1","3","2","2","0","8","0","1","7","0","2","0","1","8","0","7","2","5","0","0","3","2","1","3","3","1","2","3","2","7","6","3","0","2","7","2","3","3","2","0","5","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2491","3","1","2","3","1","1","4","2","4","5","2","3","3","5","2","2","4","3","3","1","1","4","2","1","2","3","2","3","1","6","3","6","1","2","7","2","2","3","3","1","0","4","6","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2492","6","1","3","3","2","2","5","0","3","9","0","0","1","3","5","7","2","0","9","0","0","0","0","0","6","2","1","0","0","0","9","7","2","0","2","7","1","2","3","4","1","7","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2493","8","1","2","3","2","1","5","0","3","7","1","2","3","3","4","0","5","4","3","0","0","0","5","2","0","4","3","0","2","0","9","6","2","2","6","3","0","5","3","2","0","5","7","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2494","32","1","3","3","7","0","9","0","0","5","0","4","2","3","4","0","3","6","0","0","2","0","3","5","1","0","0","7","2","4","5","3","2","4","7","2","6","2","2","0","0","2","1","0","0","0","6","0","0","0","0","0","0","3","0","0","0","0","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"2495","7","1","3","2","2","0","7","2","0","7","2","0","0","6","3","2","7","0","2","0","0","7","0","0","2","3","4","0","0","0","9","7","2","0","7","2","0","6","3","0","0","4","6","2","0","0","5","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2496","9","1","3","3","3","1","4","1","5","7","1","1","0","5","4","0","8","1","1","1","0","4","2","3","0","0","5","4","1","0","9","6","2","2","8","1","0","8","0","1","0","3","4","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2497","25","1","2","4","6","1","4","2","3","5","0","4","6","0","3","5","0","4","0","0","0","9","0","0","0","5","0","0","4","4","5","5","1","4","9","0","0","0","9","0","0","5","1","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2498","28","7","2","6","6","0","6","2","2","9","0","0","4","2","4","2","1","6","5","2","0","0","3","0","2","1","4","0","4","4","5","6","3","0","0","9","7","0","1","2","0","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2499","13","1","2","2","3","0","4","2","4","7","1","2","3","4","3","2","6","1","5","0","0","3","1","0","4","2","2","3","0","7","2","7","1","1","8","1","0","5","4","0","0","4","6","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2500","38","1","2","3","9","1","5","1","3","5","1","4","3","3","4","2","2","6","1","1","1","2","4","2","1","1","2","5","1","4","5","6","1","2","7","2","3","5","2","0","0","3","4","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2501","9","1","4","3","3","1","3","1","5","7","1","2","1","2","7","1","2","7","0","0","0","3","3","4","0","1","1","6","3","8","1","6","1","3","7","2","2","6","2","1","0","3","4","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2502","22","1","2","2","5","2","4","4","0","5","0","4","3","4","2","2","3","5","3","0","0","1","2","5","2","0","3","5","0","3","7","5","2","2","7","2","1","5","4","0","0","4","2","2","0","0","6","0","0","0","0","0","0","2","0","0","0","0","4","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"2503","11","1","2","2","3","0","7","2","0","7","0","2","0","7","2","0","1","8","0","0","0","6","0","3","0","0","1","8","1","1","8","5","2","2","7","2","0","3","5","2","0","5","6","0","0","0","6","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2504","29","1","2","4","7","2","2","2","4","6","0","3","3","4","3","0","3","6","1","0","0","4","2","4","0","1","2","4","3","9","0","4","3","3","9","0","1","8","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2505","13","1","3","3","3","1","4","1","5","6","2","1","1","4","5","2","5","3","1","0","0","6","1","2","1","3","4","3","0","1","8","7","2","0","8","1","1","3","6","1","0","5","6","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2506","3","1","2","3","1","1","5","4","0","9","0","0","1","6","3","4","3","2","6","0","0","2","2","0","5","2","3","1","0","0","9","5","4","0","0","9","0","0","8","1","0","5","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2507","35","1","3","3","8","0","4","2","4","3","4","2","0","5","4","0","3","6","2","0","2","2","3","2","0","1","5","3","1","2","7","5","2","3","6","3","0","6","2","2","1","5","5","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2508","30","1","2","4","7","0","4","1","5","3","1","6","3","2","4","0","1","8","1","0","0","1","0","7","0","0","2","2","5","8","1","4","2","4","7","2","7","2","0","0","0","2","2","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2509","12","1","3","2","3","2","3","0","5","6","2","2","0","5","4","3","6","0","0","0","0","4","3","3","5","2","0","2","0","0","9","6","1","2","3","6","0","0","3","4","3","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2510","37","1","4","3","8","3","5","1","2","8","1","0","0","0","9","0","9","0","0","0","0","4","0","5","0","3","4","3","0","0","9","5","1","3","6","3","0","3","3","3","0","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2511","24","1","2","3","5","0","4","2","3","5","1","3","2","4","3","0","3","6","1","0","1","2","2","5","1","1","2","5","3","8","1","6","1","3","6","3","4","4","1","0","0","3","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2512","3","1","3","3","1","2","3","1","5","6","1","3","0","6","3","4","4","2","6","1","0","2","0","2","4","2","0","3","2","2","7","5","2","2","3","6","0","4","3","2","2","6","7","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","4","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0"
"2513","3","1","1","2","1","0","5","0","4","0","3","6","6","3","0","3","3","3","0","0","0","6","0","3","0","4","2","2","2","7","2","5","0","4","7","2","5","4","0","0","0","2","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2514","38","1","3","3","9","2","3","0","5","5","1","4","3","2","4","2","5","2","3","0","0","5","2","1","3","3","1","2","1","7","2","7","1","2","5","4","3","3","3","1","0","4","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2515","38","1","3","2","9","0","6","3","0","9","0","0","0","4","5","2","4","4","2","2","0","4","2","1","2","3","2","4","0","9","0","7","0","2","6","3","2","5","3","0","0","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2516","32","1","2","4","7","0","3","3","4","5","0","4","4","3","3","0","0","9","0","0","0","3","0","6","0","0","0","5","4","9","0","6","0","3","9","0","2","5","3","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2517","33","1","3","3","8","0","6","2","1","6","0","3","2","3","4","1","2","7","1","0","2","2","1","5","1","2","2","5","1","1","8","7","0","2","7","2","0","5","4","0","0","4","3","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2518","31","1","2","3","7","3","5","0","2","9","0","0","0","6","3","3","5","2","2","0","0","7","0","1","1","2","4","3","0","5","4","7","2","0","7","2","2","4","2","1","0","4","1","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2519","40","1","3","3","10","0","5","1","4","8","1","0","0","4","5","1","3","6","2","0","5","1","2","0","2","1","6","2","0","2","7","7","2","0","3","6","5","2","2","1","0","3","3","0","0","0","6","0","0","0","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2520","10","1","5","2","3","0","6","3","1","7","1","2","0","3","6","0","3","6","0","0","0","3","4","3","0","2","3","4","2","2","7","7","1","2","6","3","2","2","5","0","0","4","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"2521","37","1","3","3","8","0","2","2","6","6","0","3","1","5","4","0","4","5","3","0","0","1","5","1","3","1","0","2","4","2","7","5","0","4","9","0","0","0","9","0","0","6","4","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2522","33","1","3","3","8","0","4","1","5","6","2","2","2","4","4","1","3","6","1","1","1","3","3","2","1","2","3","4","1","5","4","6","2","2","8","1","4","4","2","1","1","3","3","1","0","0","6","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2523","26","1","2","4","6","0","7","0","2","4","0","5","4","5","1","1","3","5","2","0","0","4","1","3","1","3","2","2","3","8","1","2","1","7","8","1","4","4","2","0","0","3","1","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2524","34","1","2","3","8","0","5","2","2","6","1","2","2","3","4","3","1","6","2","0","0","3","3","2","2","1","2","5","0","2","7","7","0","2","8","1","2","5","2","0","0","3","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2525","39","1","2","4","9","0","4","1","4","6","2","1","1","5","3","0","3","6","1","0","0","4","3","2","1","1","2","6","0","6","3","6","0","3","5","4","2","2","5","0","0","4","5","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2526","16","1","1","5","4","1","4","0","5","2","2","5","5","3","1","4","1","5","0","0","0","6","0","3","0","1","3","5","0","3","6","0","0","9","6","3","9","0","0","0","0","1","1","0","0","0","6","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2527","33","1","3","3","8","0","6","2","1","6","0","3","2","3","4","1","2","7","1","0","2","2","1","5","1","2","2","5","1","1","8","7","0","2","7","2","0","5","4","0","0","4","3","0","0","4","6","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2528","33","1","3","3","8","0","5","1","3","6","2","1","0","3","6","0","6","3","3","0","5","2","0","0","2","4","4","0","0","0","9","6","1","2","6","3","0","7","0","2","0","5","3","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2529","34","1","2","3","8","0","5","2","2","6","1","2","2","3","4","3","1","6","2","0","0","3","3","2","2","1","2","5","0","2","7","7","0","2","8","1","2","5","2","0","0","3","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2530","13","1","2","2","3","0","9","0","0","4","0","5","5","0","4","5","0","4","0","0","0","9","0","0","0","5","0","4","0","5","4","9","0","0","4","5","0","9","0","0","0","4","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2531","39","1","3","3","9","0","4","1","4","7","0","2","2","3","5","0","2","7","0","0","3","0","3","3","2","0","2","3","4","3","6","5","2","3","7","2","5","4","0","0","0","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2532","8","1","4","3","2","1","5","1","3","7","1","2","0","2","7","3","4","2","2","1","0","4","3","1","2","3","2","3","1","1","8","7","0","2","5","4","1","3","4","2","1","6","7","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2533","36","1","2","4","8","1","5","2","3","6","1","3","3","4","2","1","4","4","3","1","0","4","1","2","2","2","2","3","2","4","5","6","1","2","6","3","3","3","3","1","0","4","3","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0"
"2534","8","1","3","3","2","0","4","0","5","7","1","1","1","4","4","1","4","4","1","0","2","4","3","1","3","2","2","4","0","2","7","5","4","0","7","2","4","4","2","0","0","3","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2535","38","1","4","2","9","0","2","3","5","6","0","3","2","0","7","0","6","3","0","0","0","7","0","2","0","3","4","3","0","4","5","9","0","0","7","2","0","7","0","2","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2536","33","1","2","3","8","3","4","0","3","6","0","3","3","2","5","0","5","4","0","0","0","4","5","0","0","0","5","4","0","0","9","9","0","0","5","4","2","7","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2537","34","1","4","3","8","0","7","1","1","7","0","2","0","0","9","0","4","5","1","0","0","4","0","5","0","3","1","5","0","0","9","5","2","2","4","5","0","0","1","8","0","9","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2538","38","1","3","3","9","1","6","2","2","7","1","2","0","3","6","0","0","9","0","0","0","3","6","0","0","0","0","9","0","0","9","7","1","2","7","2","0","9","0","0","0","3","4","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0"
"2539","8","2","4","3","2","0","5","0","5","9","0","0","0","0","9","0","5","5","0","0","0","9","0","0","0","4","0","5","0","0","9","6","3","0","2","7","0","9","0","0","0","3","7","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"2540","40","1","2","4","10","1","6","0","3","6","1","2","2","3","5","4","6","0","0","4","6","0","0","0","4","5","0","0","0","3","6","6","3","1","5","4","0","6","4","0","0","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2541","29","1","2","3","7","1","4","1","4","5","1","4","3","3","3","0","4","5","1","1","1","4","2","2","1","2","3","4","1","2","7","5","1","4","7","2","3","3","3","0","0","3","3","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2542","31","1","2","4","7","0","2","2","5","7","0","2","0","6","3","0","2","7","0","0","0","3","4","3","0","2","0","7","0","9","0","7","2","0","9","0","6","3","0","0","0","3","1","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2543","35","1","2","4","8","0","4","0","5","3","0","6","5","2","2","1","2","7","0","0","2","2","3","4","0","1","4","5","1","2","7","5","1","4","7","2","1","4","5","0","0","4","5","2","0","0","0","0","0","0","0","0","0","0","4","0","0","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"2544","22","2","3","3","5","0","5","0","4","7","0","2","0","2","7","2","1","7","0","2","0","1","1","5","2","0","0","7","0","4","5","6","1","2","7","2","0","6","3","0","0","4","2","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2545","33","1","3","3","8","1","5","1","3","7","1","2","2","3","5","2","4","4","3","1","2","2","2","1","3","2","3","3","1","3","6","6","2","1","5","4","3","2","3","2","1","4","3","2","0","0","6","0","5","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","1","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2546","13","1","4","2","3","2","4","1","3","7","1","1","1","2","6","3","4","2","3","0","0","4","2","1","3","3","3","2","0","2","7","9","0","0","5","4","2","3","5","0","0","4","6","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2547","32","1","2","3","7","1","5","1","3","4","1","5","4","2","3","1","3","5","1","0","1","2","3","4","1","2","2","5","1","5","4","5","1","3","8","1","5","3","2","0","0","3","1","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2548","37","1","3","3","8","0","4","1","4","6","1","3","1","5","4","1","5","3","1","0","1","4","2","3","1","3","4","2","1","2","7","4","0","5","7","2","2","3","3","1","1","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0"
"2549","31","1","4","2","7","0","9","0","0","5","0","4","1","3","6","0","2","7","0","0","0","1","4","5","0","0","3","6","1","8","1","7","0","2","5","4","1","8","1","0","0","3","1","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2550","3","1","2","4","1","0","2","0","7","6","0","3","5","3","2","4","4","2","7","0","0","0","2","0","5","0","4","1","0","0","9","9","0","0","2","7","1","3","6","0","0","4","6","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2551","26","3","2","4","6","0","3","0","6","5","0","4","4","4","2","0","0","9","0","0","0","0","7","2","0","0","0","5","4","7","2","5","0","4","9","0","6","2","2","1","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2552","39","1","3","3","9","0","4","1","4","7","0","2","2","3","5","0","2","7","0","0","3","0","3","3","2","0","2","3","4","3","6","5","2","3","7","2","5","4","0","0","0","2","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2553","36","1","2","3","8","1","5","2","3","5","1","3","0","2","7","0","2","7","0","0","0","5","0","4","0","0","4","3","3","9","0","6","1","3","7","2","3","3","4","0","0","4","3","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2554","38","1","3","4","9","2","2","2","4","9","0","0","0","4","5","2","2","6","2","0","0","2","2","4","2","2","0","6","0","9","0","7","0","2","4","5","0","9","0","0","0","3","4","2","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0"
"2555","38","1","4","2","9","1","4","1","4","6","0","3","0","1","8","0","3","6","3","0","1","0","0","6","1","2","1","4","3","0","9","6","1","2","6","3","0","4","5","0","0","5","4","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0"
"2556","25","1","2","5","6","0","5","0","4","2","2","5","3","6","0","1","4","5","4","0","0","2","2","2","1","2","4","2","2","9","0","5","0","4","9","0","6","2","1","0","0","2","1","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2557","35","1","2","4","8","0","5","2","2","7","0","2","2","5","3","0","0","9","0","0","0","2","7","0","0","0","0","9","0","5","4","9","0","0","9","0","5","4","0","0","0","3","5","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2558","33","1","2","2","8","0","3","2","4","5","2","3","3","4","3","0","4","5","0","0","0","5","4","0","0","3","0","6","0","7","2","9","0","0","9","0","3","6","0","0","0","3","3","2","0","0","6","0","5","0","0","0","0","0","3","0","0","0","0","0","0","0","0","2","1","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0"
"2559","33","1","3","3","8","0","6","2","1","6","0","3","2","3","4","1","2","7","1","0","2","2","1","5","1","2","2","5","1","1","8","7","0","2","7","2","0","5","4","0","0","4","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2560","32","1","3","3","7","0","6","0","3","7","0","2","0","5","4","2","4","4","2","2","0","3","3","2","3","2","0","4","0","2","7","7","2","0","2","7","0","5","4","0","0","4","1","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2561","32","1","3","2","7","0","5","0","4","5","1","3","3","2","5","1","4","4","2","1","0","3","3","2","1","2","2","4","1","7","2","5","1","4","7","2","3","5","2","0","0","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2562","39","2","5","3","9","0","6","0","3","9","0","0","0","3","6","0","4","5","0","0","0","3","6","0","0","2","3","5","0","3","6","9","0","0","9","0","6","0","3","0","0","3","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2563","5","1","3","3","1","2","3","1","4","6","1","2","1","4","5","1","6","2","2","1","0","6","1","2","1","3","2","2","3","7","2","6","1","2","6","3","2","6","2","0","0","3","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
